,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
213,1435,中福,"398,890",625,"9,848,372",24.80,25.00,24.30,24.55,-,0.1,24.55,6,24.60,5,0.00
214,1436,華友聯,"120,130",73,"4,750,866",40.20,40.20,39.30,39.55,-,0.3,39.50,1,39.55,4,21.04
215,1437,勤益控,"188,653",105,"4,566,878",24.25,24.30,24.15,24.20,-,0.05,24.15,18,24.25,19,13.75
216,1438,三地開發,"259,928",210,"9,158,465",36.20,36.20,34.20,35.00,-,2.15,34.85,1,35.00,8,77.78
217,1439,中和,"148,518",101,"3,697,567",24.90,25.00,24.80,24.85,-,0.1,24.85,8,24.90,2,0.00
218,1440,南紡,"108,661,558","29,440","2,448,387,339",22.70,23.40,21.90,22.10,+,0.55,22.10,39,22.15,84,38.77
219,1441,大東,"471,899",231,"4,008,277",8.46,8.73,8.40,8.43, ,0.0,8.42,3,8.43,8,0.00
220,1442,名軒,"546,620",172,"9,705,561",17.80,17.90,17.65,17.75,-,0.05,17.75,7,17.80,118,84.52
221,1443,立益,"60,268",28,"701,231",11.50,11.85,11.50,11.85,+,0.2,11.70,5,11.85,6,0.00
222,1444,力麗,"25,372,026","6,265","320,304,365",12.70,12.90,12.30,12.80,+,0.1,12.75,74,12.80,473,0.00
223,1445,大宇,"272,371",82,"3,558,073",13.05,13.15,13.00,13.10, ,0.0,13.05,8,13.10,6,0.00
224,1446,宏和,"251,003",133,"7,314,287",29.50,29.50,28.95,29.10,-,0.35,29.05,9,29.15,5,0.00
225,1447,力鵬,"33,707,699","8,133","344,478,263",10.65,10.70,9.95,10.05,-,0.4,10.05,299,10.10,310,0.00
226,1449,佳和,"541,663",399,"12,097,820",22.15,22.90,21.85,22.75,+,0.9,22.75,2,22.80,2,0.00
227,1451,年興,"857,585",522,"15,382,104",17.80,18.10,17.75,18.05,+,0.35,18.00,25,18.05,8,0.00
228,1452,宏益,"5,588,013","2,090","121,341,845",21.65,22.40,21.00,21.65,+,0.3,21.60,3,21.65,13,29.66
229,1453,大將,"131,901",108,"1,139,671",8.79,8.79,8.57,8.68,-,0.09,8.65,1,8.68,22,57.87
230,1454,台富,"844,516",357,"7,909,606",9.40,9.74,9.07,9.66,+,0.53,9.66,14,9.67,26,0.00
231,1455,集盛,"40,348,225","11,360","597,156,002",14.55,15.30,14.30,15.05,+,0.65,15.00,177,15.05,219,0.00
232,1456,怡華,"210,691",114,"3,765,434",17.90,18.05,17.55,17.95,+,0.15,17.90,4,17.95,3,24.59
233,1457,宜進,"4,762,571","1,666","87,446,799",18.50,18.65,18.20,18.40, ,0.0,18.40,33,18.45,103,6.37
234,1459,聯發,"1,678,247",669,"16,014,808",9.89,9.89,9.01,9.56,-,0.39,9.55,16,9.56,2,0.00
235,1460,宏遠,"1,565,671",541,"13,176,245",8.48,8.50,8.30,8.34,-,0.11,8.34,16,8.35,6,0.00
236,1463,強盛,"371,627",175,"4,860,799",13.00,13.20,13.00,13.00, ,0.0,13.00,39,13.05,3,39.39
237,1464,得力,"430,872",280,"7,621,801",17.80,17.85,17.60,17.65,-,0.15,17.65,28,17.70,6,0.00
238,1465,偉全,"125,556",137,"1,652,750",13.30,13.30,13.10,13.15,-,0.15,13.15,9,13.20,11,0.00
239,1466,聚隆,"1,446,664",594,"24,630,620",17.40,17.40,16.65,16.90,-,0.1,16.85,6,16.90,33,44.47
240,1467,南緯,"10,114,258","2,265","201,771,164",19.50,20.50,19.35,20.40,+,1.0,20.35,9,20.40,27,28.33
241,1468,昶和,"106,000",54,"1,470,200",13.75,14.05,13.70,14.05, ,0.0,13.80,2,14.05,2,54.04
242,1470,大統新創,"6,000",6,"109,100",18.20,18.20,18.10,18.20, ,0.0,18.05,2,18.55,4,44.39
243,1471,首利,"1,552,081",433,"17,228,070",11.10,11.10,11.10,11.10,+,1.0,11.10,"37,602",--,0,4.22
244,1472,三洋紡,"162,011",44,"1,656,311",10.15,10.50,10.10,10.10, ,0.0,10.10,8,10.20,7,0.00
245,1473,台南,"278,211",164,"5,182,409",18.50,18.70,18.50,18.60,+,0.1,18.55,25,18.65,4,0.00
246,1474,弘裕,"1,311,592",501,"17,334,364",13.40,13.40,13.10,13.20,-,0.2,13.15,36,13.20,8,15.90
247,1475,業旺,"25,513",23,"976,495",38.20,38.55,38.05,38.20,+,0.1,38.20,2,38.85,1,545.71
248,1476,儒鴻,"779,713",783,"384,512,399",499.00,499.00,487.00,495.00,-,5.0,494.50,1,495.50,5,31.91
249,1477,聚陽,"1,894,267","1,617","471,125,420",248.00,252.00,244.00,251.00,+,4.5,250.50,2,251.00,4,26.84
250,1503,士電,"141,195",107,"6,954,747",49.25,49.35,49.05,49.35,+,0.1,49.30,29,49.35,6,16.84
251,1504,東元,"3,811,994","1,856","121,125,971",31.95,32.00,31.65,31.70,-,0.3,31.70,178,31.75,21,17.51
252,1506,正道,"628,011",228,"5,989,213",9.60,9.69,9.45,9.65,+,0.05,9.60,3,9.65,6,0.00
253,1507,永大,"25,055,085",111,"1,677,831,483",60.60,60.60,59.70,60.00,-,1.0,59.90,1,60.00,1,18.75
254,1512,瑞利,"299,372",89,"1,565,595",5.37,5.37,5.15,5.15,-,0.05,5.10,8,5.15,8,0.00
255,1513,中興電,"46,554,132","21,568","2,611,131,690",54.60,57.70,53.60,57.30,+,3.0,57.20,53,57.30,90,17.52
256,1514,亞力,"1,362,812",671,"36,170,371",26.60,26.85,26.35,26.50,-,0.05,26.50,22,26.55,35,17.55
257,1515,力山,"7,432,939","4,999","784,913,474",106.00,108.00,102.00,106.50,+,3.0,106.50,3,107.00,160,23.61
258,1516,川飛,"140,744",101,"3,545,162",25.70,25.70,25.05,25.05,-,0.5,25.00,10,25.10,4,30.18
259,1517,利奇,"25,290,170","11,688","759,017,769",32.45,32.45,28.15,31.00,+,1.5,30.95,45,31.00,127,40.79
260,1519,華城,"7,445,794","4,487","372,141,428",49.45,51.10,48.60,50.20,+,1.75,50.20,41,50.30,35,28.69
261,1521,大億,"61,030",51,"3,244,977",53.10,53.40,53.00,53.10, ,0.0,53.10,15,53.20,1,25.29
262,1522,堤維西,"974,426",450,"23,175,778",23.85,23.90,23.60,23.85,+,0.15,23.80,32,23.85,25,28.39
263,1524,耿鼎,"1,445,209",502,"16,431,669",11.50,11.55,11.30,11.35,-,0.1,11.35,6,11.40,13,51.59
264,1525,江申,"652,743",494,"52,517,896",81.30,82.60,79.20,79.20,-,2.2,79.20,3,79.70,15,17.96
265,1526,日馳,"17,181,697","9,760","1,053,029,833",60.80,63.30,58.10,60.20,+,2.6,60.20,37,60.30,13,20.27
266,1527,鑽全,"3,975,165","2,478","206,302,834",53.10,53.40,51.00,52.00,-,1.6,51.90,30,52.00,22,17.69
267,1528,恩德,"684,409",333,"7,005,797",10.30,10.30,10.15,10.30, ,0.0,10.25,43,10.30,72,0.00
268,1529,樂士,"3,316,017","1,294","62,904,107",18.20,19.50,18.10,18.90,+,1.1,18.90,54,18.95,10,29.08
269,1530,亞崴,"107,843",75,"4,083,948",38.10,38.10,37.75,37.95,-,0.15,37.85,1,37.95,1,9.68
270,1531,高林股,"1,632,860",736,"27,949,957",16.80,17.70,16.75,17.30,+,0.7,17.30,16,17.35,23,0.00
271,1532,勤美,"2,490,176","1,142","86,060,463",34.30,35.00,34.20,34.35,+,0.2,34.30,21,34.35,22,23.21
272,1533,車王電,"1,199,927",916,"83,888,746",71.30,71.30,69.30,70.20,-,0.3,69.90,8,70.20,3,81.63
273,1535,中宇,"194,171",144,"7,422,636",38.65,38.70,38.00,38.25,-,0.25,38.20,13,38.30,6,23.91
274,1536,和大,"2,501,716","1,705","292,074,383",117.00,118.00,115.50,117.00,+,1.0,117.00,101,117.50,107,104.46
275,1537,廣隆,"102,619",110,"15,340,124",150.00,150.00,149.00,149.50,-,0.5,149.50,3,150.00,63,13.96
276,1538,正峰,"48,616",76,"414,911",8.49,8.84,8.48,8.77,+,0.6,8.50,1,8.78,2,0.00
277,1539,巨庭,"126,000",75,"2,643,850",21.10,21.15,20.90,20.90,-,0.15,20.90,1,20.95,42,0.00
278,1540,喬福,"399,085",332,"6,513,979",16.25,16.60,16.15,16.40,+,0.2,16.40,3,16.45,8,0.00
279,1541,錩泰,"159,507",106,"9,346,057",58.60,59.30,57.60,59.30,+,1.5,59.30,2,59.40,9,10.24
280,1558,伸興,"1,350,558","1,166","240,113,362",175.50,181.50,175.00,177.00,+,8.0,177.00,11,177.50,4,12.86
281,1560,中砂,"2,183,420","1,471","160,598,825",75.20,75.70,72.90,73.00,-,1.8,72.90,37,73.00,1,20.11
282,1568,倉佑,"2,670,668","1,744","94,478,572",36.40,36.50,35.00,35.00,-,1.0,35.00,270,35.05,3,350.00
283,1582,信錦,"3,024,477","1,962","298,680,600",99.70,99.70,98.10,98.40,-,2.6,98.40,1,98.50,16,12.60
284,1583,程泰,"32,006",24,"2,074,684",64.00,65.80,64.00,64.80,+,0.5,64.40,2,64.80,1,14.76
285,1587,吉茂,"2,274,296","1,207","76,388,549",33.70,34.30,33.10,33.65,+,0.55,33.65,11,33.75,13,12.65
286,1589,永冠-KY,"829,183",538,"67,127,681",81.70,81.80,80.40,80.70,-,0.5,80.70,18,80.80,14,17.39
287,1590,亞德客-KY,"1,027,350",717,"1,181,195,295","1,175.00","1,200.00","1,135.00","1,135.00",-,40.0,"1,135.00",12,"1,140.00",5,44.28
288,1592,英瑞-KY,"10,616,935","1,350","29,698,571",2.86,2.86,2.60,2.65,+,0.05,2.65,5,2.66,94,0.00
289,1597,直得,"2,547,697","2,107","342,039,715",135.00,138.00,130.50,135.50,+,0.5,135.00,143,135.50,17,53.77
290,1598,岱宇,"2,832,998","2,324","316,590,396",114.50,114.50,110.50,111.50,-,2.0,111.00,74,111.50,45,10.60
291,1603,華電,"175,593",103,"4,638,423",26.45,26.50,26.30,26.30,+,0.25,26.30,7,26.40,2,12.83
292,1604,聲寶,"1,131,988",821,"34,148,666",30.30,30.35,30.05,30.20,-,0.1,30.15,53,30.20,157,6.23
293,1605,華新,"13,235,956","4,462","256,611,613",19.60,19.70,19.20,19.40,-,0.15,19.40,92,19.45,91,9.37
294,1608,華榮,"14,542,720","4,485","223,265,891",15.85,15.85,15.00,15.25,-,0.6,15.25,71,15.30,210,20.07
295,1609,大亞,"21,218,507","7,756","438,012,491",21.30,21.30,20.30,20.55,-,0.55,20.50,315,20.55,123,14.17
296,1611,中電,"8,324,918","2,804","112,989,406",13.40,13.85,13.10,13.75,+,0.45,13.75,96,13.80,117,57.29
297,1612,宏泰,"6,020,717","2,957","150,340,866",25.20,25.35,24.65,24.65,-,0.2,24.65,82,24.70,22,15.03
298,1614,三洋電,"148,544",87,"5,377,359",36.25,36.45,36.05,36.45,+,0.15,36.40,1,36.45,3,26.80
299,1615,大山,"1,650,559",863,"54,895,698",31.85,33.80,31.30,33.80,+,3.05,33.80,313,--,0,12.66
300,1616,億泰,"1,692,881",532,"11,166,677",6.76,6.78,6.47,6.66,-,0.02,6.62,2,6.66,59,666.00
301,1617,榮星,"119,536",60,"1,878,133",15.80,15.80,15.60,15.60,-,0.05,15.60,17,15.65,4,15.29
302,1618,合機,"5,772,994","2,469","95,248,360",17.10,17.15,15.95,16.70, ,0.0,16.70,25,16.75,83,16.70
303,1626,艾美特-KY,"105,623",58,"2,927,292",27.60,27.95,27.60,27.80,+,0.05,27.80,13,27.85,9,24.82
304,1701,中化,"1,354,467",596,"31,656,590",23.30,23.50,23.25,23.35,+,0.1,23.35,22,23.40,125,12.42
305,1702,南僑,"638,029",480,"30,385,264",47.80,47.85,47.50,47.55,-,0.1,47.55,17,47.60,5,12.42
306,1707,葡萄王,"416,163",399,"75,502,512",181.00,183.00,180.50,180.50,+,1.0,180.00,29,180.50,10,19.35
307,1708,東鹼,"1,089,044",540,"27,247,058",25.00,25.15,24.90,25.10,+,0.05,25.10,12,25.15,24,33.03
308,1709,和益,"1,660,451",652,"28,839,698",17.50,17.50,17.20,17.35,+,0.15,17.35,3,17.40,206,14.96
309,1710,東聯,"3,624,634","1,345","71,846,660",20.15,20.15,19.70,19.85,-,0.3,19.85,52,19.90,31,0.00
310,1711,永光,"4,167,746","1,608","72,407,354",17.65,17.65,17.15,17.35,-,0.3,17.35,25,17.40,51,44.49
311,1712,興農,"4,589,889","2,099","101,038,616",22.35,22.40,21.85,21.95,-,0.35,21.90,188,21.95,7,12.91
312,1713,國化,"166,582",78,"3,391,233",20.50,20.60,20.30,20.35,-,0.15,20.30,11,20.35,49,33.36
313,1714,和桐,"7,000,800","1,923","69,809,538",10.10,10.10,9.85,9.97, ,0.0,9.96,151,9.97,40,5.93
314,1717,長興,"10,019,187","4,328","374,663,414",36.95,37.70,36.90,37.60,+,0.6,37.55,17,37.60,236,18.34
315,1718,中纖,"20,986,987","5,135","209,407,937",10.05,10.10,9.90,9.99,+,0.04,9.98,273,9.99,26,13.68
316,1720,生達,"400,924",242,"15,571,647",39.00,39.10,38.65,38.85,-,0.1,38.85,3,38.90,11,13.26
317,1721,三晃,"1,151,296",324,"12,319,409",10.80,10.85,10.60,10.75, ,0.0,10.75,14,10.80,48,3.79
318,1722,台肥,"4,997,195","2,297","291,308,397",58.20,58.60,57.70,58.30,+,0.1,58.30,304,58.40,101,23.32
319,1723,中碳,"322,519",275,"34,692,089",108.00,108.50,107.00,108.00, ,0.0,107.00,70,108.00,38,34.95
320,1724,台硝,"973,868",324,"15,402,350",15.80,15.85,15.75,15.85,+,0.1,15.80,223,15.85,26,79.25
321,1725,元禎,"1,264,936","1,021","33,481,644",26.00,26.70,25.80,26.70,+,2.4,26.70,157,--,0,19.49
322,1726,永記,"15,742",19,"1,154,874",73.20,73.80,73.20,73.60,-,0.1,73.50,1,73.60,2,14.35
323,1727,中華化,"107,330",98,"1,273,981",12.05,12.05,11.80,11.85,-,0.1,11.85,1,11.95,28,0.00
324,1730,花仙子,"102,446",113,"7,335,248",71.80,71.80,71.50,71.60,-,0.2,71.60,9,71.70,2,13.02
325,1731,美吾華,"474,975",261,"8,925,779",18.85,18.90,18.75,18.80, ,0.0,18.80,33,18.85,67,14.57
326,1732,毛寶,"432,432",232,"11,125,153",25.70,25.90,25.65,25.65,-,0.15,25.65,27,25.70,16,28.19
327,1733,五鼎,"520,387",220,"12,642,790",24.30,24.45,24.20,24.25,-,0.1,24.25,20,24.35,2,25.53
328,1734,杏輝,"1,258,236",741,"39,167,170",31.10,31.45,30.85,31.20,+,0.1,31.20,56,31.25,10,0.00
329,1735,日勝化,"228,184",127,"4,343,959",19.60,19.60,18.70,18.95,-,0.55,18.95,10,19.05,5,25.61
330,1736,喬山,"1,962,054","1,486","174,310,049",89.50,89.90,88.10,88.60,+,0.3,88.60,15,88.70,6,39.38
331,1737,臺鹽,"428,415",347,"14,383,091",33.70,33.70,33.50,33.50,-,0.2,33.50,81,33.55,1,18.31
332,1760,寶齡富錦,"793,863",678,"65,001,473",81.50,82.80,80.70,82.30,+,1.2,82.20,32,82.30,15,228.61
333,1762,中化生,"2,930,607","1,644","180,567,506",60.30,62.50,60.20,62.00,+,1.6,61.90,13,62.00,160,9.04
334,1773,勝一,"480,614",447,"55,702,599",117.00,117.00,115.00,116.50, ,0.0,116.00,31,116.50,33,17.87
335,1776,展宇,"32,038",24,"580,588",18.25,18.30,18.00,18.00,-,0.1,18.05,13,18.15,2,28.12
336,1783,和康生,"643,344",405,"20,695,540",32.55,32.55,32.00,32.05,-,0.7,32.05,5,32.10,6,35.22
337,1786,科妍,"98,705",190,"6,010,919",61.30,61.40,60.20,60.90,-,0.3,60.80,5,61.10,1,29.00
338,1789,神隆,"3,722,517","1,901","100,412,270",26.70,27.40,26.55,27.00,+,0.55,27.00,16,27.05,35,75.00
339,1795,美時,"979,536",713,"79,391,646",81.90,81.90,80.20,81.00,-,0.4,81.00,9,81.10,3,19.38
340,1802,台玻,"13,159,827","5,027","285,254,431",22.15,22.20,21.30,21.60,-,0.3,21.60,142,21.65,1,25.41
341,1805,寶徠,"1,179,714",555,"18,920,281",15.95,16.20,15.75,16.00,+,0.25,16.00,4,16.15,18,0.00
342,1806,冠軍,"7,973,777","2,140","86,838,240",11.05,11.30,10.50,11.20,+,0.3,11.15,303,11.20,13,0.00
343,1808,潤隆,"293,213",218,"16,767,442",57.40,57.50,57.00,57.20,-,0.1,57.20,10,57.30,1,178.75
344,1809,中釉,"11,635,085","3,783","160,467,290",13.45,14.35,13.30,13.65,+,0.45,13.65,66,13.70,72,0.00
345,1810,和成,"2,472,661",853,"28,008,767",11.60,11.65,11.10,11.35,-,0.2,11.30,19,11.35,21,47.29
346,1817,凱撒衛,"114,463",87,"4,104,387",35.80,35.95,35.75,35.90,+,0.15,35.85,9,35.90,7,11.77
347,1903,士紙,"359,400",272,"20,400,006",57.20,57.90,56.30,56.50,-,1.3,56.50,4,56.90,1,0.00
348,1904,正隆,"8,139,049","4,794","302,925,317",38.50,38.50,36.80,37.00,-,1.0,36.95,70,37.00,45,11.01
349,1905,華紙,"57,708,376","18,484","953,916,208",16.35,17.45,15.90,16.30,+,0.35,16.25,342,16.30,48,0.00
350,1906,寶隆,"322,993",157,"5,930,612",18.55,18.70,18.20,18.25,-,0.25,18.25,5,18.30,21,29.44
351,1907,永豐餘,"15,749,906","8,002","503,141,621",33.40,33.40,31.40,31.50,-,1.7,31.50,108,31.55,21,10.03
352,1909,榮成,"16,078,866","6,867","406,954,114",25.80,25.95,25.05,25.20,-,0.55,25.20,137,25.25,149,34.05
353,2002,中鋼,"109,947,901","32,487","3,066,276,268",28.25,28.40,27.45,27.95,-,0.2,27.95,70,28.00,771,465.83
354,2002A,中鋼特,"30,702",32,"1,567,488",51.00,51.20,50.80,51.10,+,0.1,51.00,3,51.10,11,0.00
355,2006,東和鋼鐵,"25,954,455","10,607","1,270,905,657",50.20,51.10,48.10,48.30,-,1.9,48.30,62,48.35,14,14.38
356,2007,燁興,"16,426,319","5,148","172,666,453",10.75,11.00,9.95,10.35,+,0.3,10.35,120,10.40,171,0.00
357,2008,高興昌,"3,981,128","1,854","72,610,226",18.60,19.20,17.30,18.10,-,0.05,17.90,10,18.10,2,0.00
358,2009,第一銅,"66,849,244","28,425","2,497,161,603",37.00,38.75,35.35,36.05,+,0.8,36.05,27,36.10,20,163.86
359,2010,春源,"43,208,420","14,647","804,229,168",19.00,19.30,17.90,18.40,+,0.45,18.40,52,18.45,83,23.29
360,2012,春雨,"1,549,792",824,"33,454,758",22.40,22.45,20.85,20.95,-,1.5,20.95,47,21.00,6,27.93
361,2013,中鋼構,"15,781,094","8,893","710,417,657",46.30,47.15,43.30,44.85,-,2.05,44.80,109,44.90,54,13.76
362,2014,中鴻,"187,333,600","61,447","4,969,608,882",27.40,27.40,25.35,26.80,+,1.85,26.75,281,26.80,181,72.43
363,2015,豐興,"905,172",571,"65,503,209",74.00,74.20,71.40,72.00,-,1.4,71.80,3,72.00,7,16.00
364,2017,官田鋼,"45,726,261","15,358","770,798,906",17.50,17.90,15.75,16.60,+,0.3,16.55,168,16.60,63,415.00
365,2020,美亞,"2,475,788","1,140","56,632,110",23.55,23.65,22.60,22.75,-,0.55,22.75,5,22.80,68,12.93
366,2022,聚亨,"13,551,021","4,648","108,981,688",8.28,8.28,7.61,8.05,+,0.16,8.04,3,8.05,13,0.00
367,2023,燁輝,"48,381,391","12,998","733,387,444",15.45,15.85,14.60,15.15, ,0.0,15.10,175,15.15,2,38.85
368,2024,志聯,"80,330",66,"1,352,092",17.10,17.10,16.70,16.70,-,0.35,16.70,4,16.80,6,59.64
369,2025,千興,"1,236,044",220,"3,682,022",3.03,3.03,2.88,2.88,-,0.12,2.88,103,2.90,12,0.00
370,2027,大成鋼,"76,181,144","31,693","2,982,126,756",40.10,40.50,38.00,38.50,-,0.85,38.50,258,38.55,161,0.00
371,2028,威致,"25,038,946","11,967","844,104,867",35.50,37.00,32.00,32.10,-,2.0,32.10,30,32.15,9,17.35
372,2029,盛餘,"2,197,824","1,060","62,620,353",29.95,29.95,27.65,28.20,-,0.95,28.15,6,28.20,12,36.62
373,2030,彰源,"7,187,024","2,636","106,337,390",15.20,15.30,14.40,14.65,-,0.45,14.65,60,14.70,66,37.56
374,2031,新光鋼,"6,336,110","3,408","274,547,179",44.50,45.05,42.50,43.30,-,1.2,43.25,1,43.30,7,16.10
375,2032,新鋼,"4,581,991","2,002","71,970,528",16.50,16.55,15.25,15.55,-,0.65,15.55,22,15.60,28,26.81
376,2033,佳大,"1,217,615",622,"18,054,045",14.95,15.45,14.45,14.65,-,0.1,14.65,6,14.70,6,58.60
377,2034,允強,"4,880,171","2,405","135,447,006",28.30,28.50,27.25,27.60,-,0.7,27.60,20,27.65,22,28.45
378,2038,海光,"40,532,580","15,491","905,365,360",22.60,23.70,21.15,21.25,-,0.95,21.25,30,21.30,6,24.43
379,2049,上銀,"1,287,001","1,376","525,845,470",416.00,416.00,403.00,408.50,-,7.0,408.50,4,409.00,68,70.07
380,2059,川湖,"103,878",106,"34,522,179",334.00,335.00,330.50,333.50,-,0.5,332.50,4,333.50,6,27.29
381,2062,橋椿,"231,000",126,"7,178,950",31.40,31.40,30.80,31.00,-,0.25,31.00,20,31.20,4,0.00
382,2069,運錩,"2,464,760","1,057","49,085,377",20.05,20.05,19.55,20.05,+,0.5,20.00,15,20.05,141,77.12
383,2101,南港,"1,629,987",496,"66,814,068",40.85,41.20,40.75,41.20,+,0.35,41.15,9,41.20,55,39.24
384,2102,泰豐,"11,812,982","2,158","272,414,398",22.55,23.75,22.35,23.25,+,0.7,23.25,72,23.30,65,96.88
385,2103,台橡,"9,892,146","2,752","280,144,928",28.95,29.10,28.00,28.05,-,0.9,28.05,197,28.10,179,0.00
386,2104,國際中橡,"6,352,556","2,825","174,267,681",28.00,28.00,27.15,27.40,-,0.4,27.40,14,27.45,32,36.53
387,2105,正新,"11,632,366","3,749","558,061,396",47.20,48.20,47.20,48.00,+,1.05,48.00,115,48.05,16,25.95
388,2106,建大,"4,153,580","1,557","177,454,419",43.05,43.65,42.35,42.50,-,0.55,42.50,18,42.85,4,39.72
389,2107,厚生,"2,658,966","1,292","66,721,429",25.20,25.25,24.80,25.15,+,0.05,25.15,27,25.20,34,9.56
390,2108,南帝,"7,648,004","6,090","1,159,351,164",146.00,156.00,146.00,156.00,+,14.0,156.00,117,--,0,21.64
391,2109,華豐,"1,939,881",882,"34,499,180",17.50,18.30,17.35,18.15,+,0.75,18.10,28,18.15,9,16.21
392,2114,鑫永銓,"236,034",244,"31,422,383",135.00,135.00,132.00,132.50,-,1.5,132.50,6,133.00,4,17.93
393,2115,六暉-KY,"378,260",269,"19,413,872",52.50,52.50,50.90,51.30,-,0.9,51.20,5,51.30,2,7.80
394,2201,裕隆,"17,881,432","9,091","801,260,291",44.30,45.25,44.25,44.70,+,0.65,44.70,260,44.75,10,16.14
395,2204,中華,"2,716,009","1,595","178,948,419",66.00,66.80,65.40,66.60,+,0.7,66.50,5,66.60,6,11.25
396,2206,三陽工業,"1,802,475","1,139","55,600,605",30.95,31.10,30.75,30.75,-,0.2,30.75,166,30.80,2,12.65
397,2207,和泰車,"154,530",252,"90,403,468",586.00,588.00,584.00,584.00,-,5.0,584.00,21,585.00,3,23.03
398,2208,台船,"11,921,190","4,527","268,086,336",22.65,22.70,22.20,22.60,+,0.1,22.60,289,22.65,228,0.00
399,2227,裕日車,"100,970",156,"28,455,336",281.50,282.00,281.50,281.50,-,1.5,281.50,44,282.00,1,12.91
400,2228,劍麟,"368,373",302,"30,063,232",82.40,82.90,80.70,81.30,-,1.1,81.20,22,81.50,6,62.06
401,2231,為升,"2,252,330","2,064","582,789,308",259.00,268.00,252.00,252.50,-,3.0,252.50,48,253.00,16,125.62
402,2233,宇隆,"3,244,901","2,284","364,959,001",111.50,116.50,106.00,113.50,+,4.5,113.50,8,114.00,3,18.22
403,2236,百達-KY,"149,426",131,"3,169,348",20.65,22.05,20.65,21.95,+,1.4,21.80,2,21.95,2,31.81
404,2239,英利-KY,"1,512,622","1,208","166,270,423",104.00,114.00,104.00,109.50,+,5.5,109.00,27,109.50,5,26.90
405,2241,艾姆勒,"425,199",285,"26,346,765",62.90,63.00,61.50,61.90,-,0.7,61.90,1,62.00,25,773.75
406,2243,宏旭-KY,"66,000",45,"720,350",10.80,11.05,10.80,11.00,+,0.2,10.90,1,11.05,1,0.00
407,2247,汎德永業,"100,206",145,"24,425,242",245.00,245.00,243.00,243.00,-,1.5,243.00,24,243.50,1,18.31
408,2301,光寶科,"4,234,994","2,854","275,031,675",65.20,65.40,64.60,64.80,-,0.4,64.80,170,64.90,5,15.03
409,2302,麗正,"3,733,080","1,981","87,798,826",23.60,24.15,23.05,23.10,-,1.65,23.10,56,23.20,2,36.09
410,2303,聯電,"214,576,819","75,159","11,607,776,412",55.00,55.20,53.00,53.00,-,1.0,52.90,"1,847",53.00,189,22.55
411,2305,全友,"29,861,553","3,406","300,477,181",10.10,10.25,9.81,9.85,-,0.1,9.85,101,9.86,36,123.12
412,2308,台達電,"5,864,550","5,008","1,752,649,328",300.00,300.00,297.00,299.00,+,2.0,298.50,45,299.00,20,30.48
413,2312,金寶,"57,300,905","13,450","792,404,940",13.75,14.10,13.60,13.60,+,0.15,13.60,"1,467",13.65,407,123.64
414,2313,華通,"25,727,061","12,880","1,135,893,081",44.70,44.80,43.80,43.80,-,1.45,43.75,500,43.80,66,11.20
415,2314,台揚,"8,441,115","4,357","306,365,272",36.55,36.80,35.50,36.35,+,0.4,36.30,12,36.35,27,0.00
416,2316,楠梓電,"1,010,613",802,"32,994,462",33.00,33.10,32.25,32.30,-,0.45,32.30,6,32.40,28,14.17
417,2317,鴻海,"81,190,769","48,261","9,840,669,741",123.00,123.00,120.00,120.00,-,2.5,120.00,"9,116",120.50,106,16.35
418,2321,東訊,"41,482",47,"250,443",6.03,6.06,6.03,6.06,+,0.03,6.06,5,6.08,2,0.00
419,2323,中環,"28,592,768","6,990","316,601,707",11.15,11.30,10.85,11.00,-,0.1,11.00,353,11.05,404,110.00
420,2324,仁寶,"24,697,072","10,689","671,951,629",27.15,27.30,27.05,27.20,+,0.05,27.20,430,27.25,88,12.65
421,2327,國巨,"7,278,804","7,838","4,232,492,599",593.00,594.00,575.00,578.00,-,9.0,578.00,120,579.00,24,22.00
422,2328,廣宇,"17,733,576","9,848","817,383,471",47.15,47.15,45.50,45.50,-,0.9,45.50,167,45.55,25,35.55
423,2329,華泰,"17,590,233","4,898","308,356,428",17.45,17.80,17.25,17.45,+,0.35,17.40,258,17.45,59,0.00
424,2330,台積電,"31,601,619","28,920","19,344,167,081",618.00,618.00,609.00,610.00,-,3.0,610.00,8,611.00,102,30.55
425,2331,精英,"13,956,396","6,155","420,485,395",30.80,31.00,29.65,30.05,-,0.65,30.05,26,30.10,18,273.18
426,2332,友訊,"14,814,610","5,068","370,864,387",25.15,25.55,24.55,25.25,+,0.2,25.20,105,25.25,124,13.29
427,2337,旺宏,"165,367,941","62,086","7,835,267,085",46.25,49.15,45.70,47.70,+,1.85,47.70,47,47.75,36,16.62
428,2338,光罩,"52,693,818","30,759","4,778,750,600",88.70,93.50,87.70,90.00,+,2.5,90.00,39,90.10,11,27.03
429,2340,光磊,"55,170,628","23,497","1,688,786,099",31.40,31.95,29.30,29.60,-,1.3,29.55,31,29.60,103,19.35
430,2342,茂矽,"12,242,559","6,571","507,628,670",43.00,43.45,40.40,40.50,-,2.05,40.45,29,40.50,2,28.72
431,2344,華邦電,"459,437,362","123,198","15,173,450,459",31.80,34.30,31.80,34.30,+,3.1,34.30,"50,635",--,0,103.94
